distance_m,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
2800.0,53.8157,53.5332,54.4106,53.6359,53.4562,52.7303,53.1579,52.8028,54.2014,53.9325,53.4546,53.6591,53.4224,53.2044,53.2015,53.4011,53.0629,52.8845,52.7194,54.1542,53.7348,53.0517,53.5251,53.0274,53.4328,52.9295,54.0495,53.6684,53.1623,53.2815,53.0973,53.6434,53.1176,53.2325,53.4098,53.0939,53.0324,52.7774,52.4519,53.6593,53.6988,53.0332,52.8706,52.7374,53.3002,52.7483,53.1864,53.168,53.0478,52.946,52.5633,52.642,53.5056,53.3671,53.2254,53.2049,53.4475,52.8966,53.2206,53.0124,53.1767,53.793,53.6705,53.306,53.4725,52.7861,52.5785,52.4066,53.7119,53.1419,52.7997,52.4286,52.5613,52.4413,55.4002,54.1456,53.9698,54.1154,53.9673,53.7716,52.9428,53.5451,53.2737,53.1529,53.2024,54.5581,53.97,53.5783
2825.0,54.3659,54.0821,54.9606,54.1933,54.0045,53.2875,53.723,53.3379,54.8102,54.4747,54.0224,54.2127,53.9856,53.778,53.7855,53.9586,53.6294,53.4331,53.2689,54.7131,54.3124,53.5979,54.0291,53.5843,53.9562,53.4975,54.5987,54.2143,53.7331,53.8449,53.6582,54.1841,53.6914,53.8089,53.9381,53.6423,53.6024,53.3015,52.9963,54.2386,54.268,53.6171,53.4653,53.3135,53.8459,53.3076,53.7636,53.7418,53.6194,53.4974,53.1274,53.187,54.0892,53.9191,53.7889,53.7597,54.0139,53.4577,53.8047,53.5793,53.7527,54.3224,54.2135,53.8635,54.0054,53.3358,53.1288,52.9387,54.2867,53.7226,53.3557,52.9859,53.1128,52.9879,55.9768,54.6873,54.5169,54.6652,54.5202,54.3258,53.5232,54.099,53.8354,53.7259,53.7555,55.1235,54.5708,54.1502
2850.0,54.89,54.5862,55.4691,54.6957,54.5215,53.8115,54.2354,53.8498,55.3376,54.9862,54.5371,54.7224,54.5004,54.3029,54.315,54.4784,54.1268,53.9368,53.7827,55.2443,54.8427,54.1085,54.5139,54.0942,54.4182,54.0106,55.1018,54.7196,54.2523,54.3545,54.1671,54.694,54.2061,54.3396,54.3989,54.1526,54.1241,53.795,53.494,54.7656,54.802,54.1494,53.9891,53.8404,54.3576,53.8164,54.2986,54.2926,54.1485,54.012,53.644,53.6968,54.6052,54.4117,54.2965,54.2579,54.5251,53.965,54.3189,54.0941,54.2627,54.8202,54.7071,54.3777,54.5016,53.8375,53.6417,53.4246,54.8036,54.2457,53.8509,53.4957,53.6161,53.4863,56.5257,55.1843,55.0336,55.1964,55.045,54.8459,54.033,54.6143,54.3505,54.2471,54.2645,55.6408,55.131,54.6837
2875.0,55.3641,55.0587,55.9349,55.1596,55.0081,54.3036,54.7229,54.3276,55.8263,55.4804,55.0166,55.1925,54.9714,54.7847,54.8113,54.9602,54.6054,54.4105,54.2502,55.727,55.333,54.5814,54.9765,54.5621,54.8811,54.4825,55.5681,55.1851,54.7238,54.8324,54.6442,55.1575,54.6801,54.8268,54.8506,54.6318,54.5937,54.2527,53.9603,55.2757,55.3002,54.6496,54.4752,54.3312,54.8475,54.296,54.7906,54.8077,54.6499,54.4784,54.1237,54.16,55.0827,54.8645,54.7697,54.7185,55.0033,54.4251,54.7941,54.5669,54.7377,55.2894,55.1718,54.8493,54.9619,54.3023,54.115,53.8803,55.2824,54.7318,54.3192,53.9742,54.0861,53.9494,57.0292,55.6481,55.5125,55.6786,55.5287,55.3368,54.5135,55.0947,54.8192,54.7227,54.734,56.1188,55.6415,55.1495
2900.0,55.7943,55.4924,56.3728,55.598,55.4514,54.7654,55.1736,54.7706,56.2772,55.9379,55.4538,55.6283,55.4149,55.2374,55.2659,55.406,55.0538,54.8505,54.6882,56.1752,55.7949,55.0269,55.4074,54.9999,55.3185,54.9221,56.0076,55.6233,55.1598,55.2757,55.09,55.5977,55.1219,55.2728,55.291,55.0691,55.0413,54.6794,54.3795,55.7398,55.7572,55.108,54.9269,54.7807,55.2972,54.7447,55.2473,55.2742,55.1085,54.9126,54.5716,54.5977,55.5239,55.2963,55.2083,55.149,55.4391,54.8516,55.2427,55.0032,55.1859,55.7326,55.6156,55.2867,55.3901,54.7383,54.5577,54.3148,55.7352,55.1838,54.7559,54.4194,54.5218,54.3833,57.4902,56.0757,55.9524,56.1339,55.9818,55.7905,54.9607,55.5415,55.2627,55.1699,55.1794,56.555,56.1042,55.5845
2924.8,56.2046,55.9116,56.8072,56.0064,55.8795,55.1854,55.5937,55.1874,56.6992,56.3602,55.8661,56.0414,55.8309,55.6673,55.691,55.8245,55.4729,55.2649,55.1021,56.5935,56.2187,55.4421,55.8188,55.4116,55.7303,55.3368,56.4248,56.0336,55.5764,55.6886,55.5095,56.0225,55.5368,55.6896,55.7047,55.4824,55.4527,55.0845,54.7823,56.1704,56.1841,55.5309,55.35,55.1999,55.7158,55.1621,55.6823,55.707,55.5388,55.3263,54.9889,55.0107,55.9389,55.7149,55.6212,55.5694,55.8515,55.2569,55.6715,55.4118,55.6056,56.1599,56.0379,55.7028,55.7969,55.1524,54.9699,54.7288,56.1474,55.6027,55.168,54.8389,54.9355,54.796,57.9167,56.4881,56.373,56.5563,56.4081,56.2151,55.3841,55.9603,55.6767,55.5886,55.6003,56.9835,56.5363,56.004
2925.0,56.2077,55.9149,56.8106,56.0095,55.8828,55.1885,55.5969,55.1905,56.7023,56.3634,55.8692,56.0445,55.834,55.6706,55.6941,55.8277,55.476,55.2681,55.1052,56.5966,56.2218,55.4452,55.8219,55.4146,55.7334,55.3399,56.4281,56.0368,55.5794,55.6917,55.5126,56.0259,55.5399,55.6927,55.7078,55.4855,55.4558,55.0875,54.7854,56.1735,56.1873,55.534,55.3531,55.203,55.7189,55.1652,55.6855,55.7101,55.542,55.3294,54.992,55.0138,55.942,55.7182,55.6243,55.5727,55.8547,55.2599,55.6751,55.4148,55.6087,56.1631,56.0412,55.7059,55.8001,55.1555,54.973,54.7321,56.1504,55.6058,55.1711,54.842,54.9386,54.7992,57.9199,56.4914,56.3762,56.5594,56.4116,56.2182,55.3872,55.9634,55.6798,55.5917,55.6035,56.987,56.5395,56.0071
2950.0,56.6544,56.4194,57.3083,56.4931,56.3562,55.6172,56.0459,55.6493,57.1181,56.7895,56.2995,56.5118,56.2673,56.1208,56.1285,56.3034,55.9197,55.7239,55.5729,57.0438,56.6479,55.8936,56.2831,55.8375,56.1738,55.774,56.879,56.4958,56.0146,56.1361,55.9368,56.4871,55.963,56.1093,56.1404,55.9398,55.8661,55.5243,55.2242,56.6044,56.6149,55.9581,55.7796,55.6209,56.1444,55.5765,56.1109,56.1554,55.9654,55.7648,55.4279,55.4457,56.3616,56.1862,56.0619,56.0275,56.3198,55.715,56.232,55.8727,56.0335,56.6306,56.5211,56.163,56.2612,55.6107,55.4267,55.2135,56.5865,56.0362,55.6133,55.2685,55.3635,55.2595,58.3457,56.9967,56.8349,57.002,56.8908,56.6554,55.8087,56.4153,56.1338,56.056,56.0608,57.4702,56.9954,56.4713
2975.0,57.2133,57.1197,57.978,57.1267,57.0359,56.1433,56.6229,56.2481,57.5932,57.2687,56.808,57.0897,56.8379,56.6602,56.6755,56.9015,56.4592,56.3088,56.164,57.6236,57.1301,56.4532,56.9211,56.3609,56.7251,56.3265,57.469,57.0922,56.5792,56.7284,56.447,57.078,56.4796,56.6208,56.6953,56.5165,56.4078,56.1274,55.7776,57.1202,57.137,56.4631,56.2934,56.1391,56.7111,56.1044,56.6084,56.7105,56.4626,56.3123,55.9704,56.0135,56.879,56.7861,56.6204,56.6332,56.9287,56.2695,56.9519,56.4272,56.5799,57.2308,57.1138,56.7696,56.8913,56.1517,55.9829,55.8399,57.109,56.5742,56.1856,55.781,55.8855,55.8631,58.8564,57.7321,57.4381,57.5459,57.5267,57.2257,56.3239,56.9605,56.7006,56.6094,56.635,58.1002,57.5634,57.0428
3000.0,58.1058,58.0985,58.9677,58.0561,58.0464,56.893,57.4568,57.1382,58.3159,58.0167,57.5747,57.9395,57.5909,57.4834,57.448,57.715,57.2216,57.1802,57.0159,58.5526,57.9016,57.2947,57.9498,57.1863,57.5837,57.2287,58.3052,57.9705,57.3755,57.5439,57.1865,58.0054,57.2091,57.3633,57.557,57.4085,57.1579,57.0865,56.6204,57.9079,57.9115,57.2585,57.1219,56.8879,57.5835,56.8932,57.3105,57.5463,57.1873,57.1299,56.7325,56.8814,57.614,57.6612,57.3774,57.5303,57.8387,57.0559,57.8291,57.241,57.3694,58.1593,57.9861,57.621,57.795,57.0141,56.7876,56.7169,57.9211,57.4075,57.063,56.5945,56.6417,56.7947,59.6304,58.8453,58.3724,58.3297,58.5007,58.0364,57.1134,57.777,57.473,57.3918,57.4162,59.0511,58.3651,57.9312
3025.0,59.3993,59.3691,60.2466,59.3216,59.3179,58.0967,58.6964,58.425,59.4554,59.2216,58.7769,59.1965,58.7606,58.6862,58.5469,58.9222,58.3576,58.4472,58.2581,59.9247,59.0769,58.5344,59.2672,58.4628,58.8261,58.5207,59.5847,59.1948,58.5898,58.7719,58.2558,59.2553,58.3177,58.6416,58.8787,58.6377,58.3295,58.3907,57.7896,59.0818,59.1442,58.4624,58.2883,58.0528,58.8658,58.2557,58.3512,58.7327,58.2609,58.3178,57.8707,58.1277,58.6889,58.9858,58.5463,58.7994,59.0899,58.2354,59.0938,58.4008,58.5589,59.4694,59.3301,58.7785,58.9943,58.1613,58.1636,57.9082,59.184,58.6681,58.352,57.8439,57.8222,58.0752,60.8401,60.1724,59.6436,59.6637,59.8046,59.2857,58.2522,58.9626,58.6286,58.5212,58.5769,60.4226,59.5731,59.2019
3050.0,60.6904,60.4308,61.2891,60.3891,60.3555,59.3586,59.8571,59.5139,60.7488,60.4811,59.9927,60.2889,59.9757,59.8513,59.7528,60.0714,59.6025,59.5846,59.3716,60.9901,60.3162,59.6683,60.1965,59.5722,59.963,59.5866,60.7266,60.3114,59.7417,59.932,59.5192,60.3286,59.5288,59.88,59.9908,59.7831,59.6181,59.4288,58.9485,60.3358,60.2169,59.6707,59.5108,59.3031,59.9765,59.4019,59.6713,59.8836,59.5571,59.5003,59.1376,59.2832,59.9439,60.1227,59.7909,59.8854,60.1754,59.4125,60.177,59.5884,59.7414,60.5528,60.2898,59.9735,60.0792,59.3426,59.3901,58.9327,60.3619,59.8663,59.462,59.0331,59.0172,59.1479,62.0689,61.0848,60.7215,60.9903,60.8587,60.4296,59.479,60.176,59.8345,59.7318,59.7649,61.4655,60.818,60.3391
3075.0,61.562,61.1637,62.0636,61.1584,61.1125,60.1851,60.6427,60.3005,61.6486,61.3795,60.8417,61.0205,60.8215,60.6549,60.6262,60.876,60.4435,60.3353,60.1395,61.7541,61.1891,60.4469,60.8914,60.3776,60.7684,60.3283,61.4767,61.0695,60.5374,60.7515,60.3939,60.9972,60.3972,60.729,60.7523,60.5639,60.4856,60.1761,59.7309,61.2233,60.988,60.5269,60.3748,60.1838,60.7933,60.1617,60.6142,60.7821,60.4788,60.3416,60.0125,60.0459,60.8447,60.8871,60.6339,60.6439,60.9267,60.2184,60.9132,60.4292,60.5566,61.3131,61.1033,60.7906,60.8283,60.1666,60.2055,59.7359,61.1778,60.6922,60.1527,59.8476,59.8549,59.8971,62.9267,61.7974,61.4788,61.8205,61.608,61.2204,60.3109,61.0351,60.67,60.5984,60.6247,62.2043,61.6677,61.1297
3100.0,62.2281,61.6912,62.6498,61.7841,61.7081,60.8206,61.2676,60.9016,62.3016,62.0402,61.4639,61.6448,61.4533,61.2857,61.25,61.4778,61.0678,60.9357,60.7196,62.342,61.8424,61.0493,61.4641,60.9757,61.3812,60.9075,62.0677,61.6866,61.1692,61.3465,61.0239,61.6097,61.04,61.3478,61.3355,61.1657,61.1422,60.7557,60.332,61.8677,61.6599,61.1714,61.0212,60.8317,61.4189,60.7614,61.3044,61.4441,61.1433,61.012,60.6494,60.6405,61.5121,61.4728,61.2831,61.2373,61.5138,60.8301,61.4951,61.0425,61.1169,61.9098,61.7372,61.411,61.4264,60.7738,60.8378,60.3484,61.8001,61.3121,60.7577,60.4615,60.502,60.4607,63.595,62.35,62.0572,62.4491,62.1937,61.8141,60.9254,61.6515,61.2945,61.2305,61.2463,62.7718,62.2883,61.7394
3125.0,62.7663,62.183,63.1393,62.2654,62.2061,61.3466,61.7927,61.3989,62.839,62.5661,61.9822,62.17,61.9802,61.828,61.7846,61.9886,61.5883,61.4556,61.2233,62.8297,62.3733,61.5492,61.945,61.5043,61.9011,61.3965,62.5756,62.1931,61.6892,61.8562,61.5421,62.1287,61.5737,61.8761,61.8463,61.6673,61.6764,61.2408,60.8415,62.4055,62.1986,61.6791,61.5572,61.3601,61.95,61.2588,61.8471,61.9977,61.6741,61.5547,61.1609,61.15,62.0572,61.9761,61.8121,61.7318,62.03,61.3359,62.0059,61.5577,61.6219,62.4127,62.2836,61.9346,61.928,61.299,61.3736,60.8704,62.3197,61.8192,61.2774,60.9766,61.0166,60.943,64.1136,62.8468,62.5585,62.9829,62.6902,62.3194,61.4413,62.1658,61.8187,61.7629,61.7756,63.2595,62.8084,62.2493
3150.0,63.2322,62.6375,63.5614,62.7094,62.655,61.8145,62.2566,61.843,63.3072,63.0401,62.4431,62.6342,62.4486,62.2848,62.2534,62.4401,62.0591,61.915,61.6681,63.2843,62.8465,62.0034,62.384,61.955,62.3637,61.8409,63.0374,62.6505,62.1458,62.3135,62.0141,62.5898,62.0484,62.3434,62.2931,62.1244,62.1487,61.6859,61.3018,62.8757,62.6826,62.1392,62.0275,61.8324,62.4133,61.719,62.3334,62.4884,62.1476,62.0368,61.6316,61.6035,62.5354,62.4302,62.2796,62.1827,62.4845,61.7906,62.4532,62.0183,62.0954,62.8652,62.7552,62.3991,62.3748,61.7607,61.8381,61.3226,62.78,62.2882,61.7363,61.4425,61.4691,61.401,64.5837,63.2842,63.0066,63.4638,63.1385,62.7781,61.9048,62.6292,62.2876,62.2415,62.2475,63.7124,63.2763,62.7126
3175.0,63.6678,63.0636,63.968,63.1236,63.0702,62.2364,62.6793,62.2593,63.7447,63.4724,62.867,63.0667,62.8808,62.7166,62.6898,62.8715,62.4974,62.3437,62.0934,63.7054,63.2834,62.4198,62.7956,62.3749,62.7888,62.2571,63.4602,63.0651,62.5784,62.7431,62.4492,63.0217,62.4835,62.7723,62.7107,62.5464,62.5686,62.1019,61.7189,63.3101,63.118,62.5726,62.4573,62.2621,62.8332,62.1396,62.7692,62.9315,62.5791,62.4733,62.0617,62.0179,62.9713,62.8491,62.7083,62.6057,62.9055,62.2166,62.8761,62.4427,62.5299,63.2865,63.1859,62.8318,62.7912,62.1899,62.2645,61.7454,63.2062,62.7213,62.1656,61.865,61.888,61.8247,65.0189,63.7031,63.4275,63.8919,63.5541,63.2004,62.3356,63.0572,62.7146,62.6754,62.67,64.1266,63.7096,63.1347
3200.0,64.0748,63.4634,64.3623,63.5145,63.4634,62.6403,63.0761,62.6612,64.1506,63.8842,63.2746,63.4721,63.289,63.1166,63.1009,63.2696,62.9076,62.7467,62.4879,64.0965,63.6896,62.8197,63.1818,62.7706,63.1837,62.6511,63.8623,63.4652,62.9763,63.1438,62.8581,63.423,62.8882,63.1732,63.1052,62.9407,62.9685,62.4939,62.1175,63.7156,63.5198,62.9783,62.8626,62.6721,63.2351,62.5393,63.1758,63.3475,62.9795,62.8827,62.467,62.4157,63.3841,63.2425,63.1111,63.0024,63.3048,62.6176,63.2718,62.8429,62.9349,63.6857,63.5903,63.23,63.1865,62.594,62.6626,62.1444,63.6083,63.1233,62.563,62.2655,62.286,62.2175,65.425,64.1039,63.8241,64.2978,63.9513,63.5998,62.7372,63.4622,63.1161,63.0825,63.0739,64.5236,64.1191,63.5364
3225.0,64.4625,63.8419,64.7373,63.8953,63.8408,63.0253,63.4593,63.0407,64.5376,64.2734,63.6613,63.8576,63.6779,63.4952,63.4899,63.6513,63.2926,63.1306,62.8658,64.4746,64.073,63.1966,63.5532,63.1508,63.5674,63.0253,64.249,63.843,63.3558,63.526,63.2457,63.8055,63.2728,63.5567,63.4836,63.3183,63.3513,62.8701,62.4973,64.0994,63.9079,63.3582,63.2426,63.0573,63.6179,62.9183,63.5626,63.7406,63.3641,63.2681,62.8532,62.7844,63.7718,63.6218,63.491,63.3789,63.6862,62.9982,63.6511,63.2287,63.3214,64.0671,63.9727,63.6079,63.566,62.9767,63.0467,62.5289,63.9909,63.5053,62.9455,62.6483,62.6662,62.5911,65.8075,64.4785,64.2022,64.6801,64.3258,63.9859,63.1207,63.8506,63.5004,63.4659,63.4571,64.8994,64.5037,63.9208
3250.0,64.8335,64.2048,65.0966,64.2709,64.2054,63.3896,63.8285,63.4071,64.9097,64.6484,64.0309,64.2268,64.0478,63.865,63.8627,64.0221,63.6627,63.4933,63.2303,64.8408,64.4411,63.5642,63.9137,63.5138,63.9364,63.3864,64.6211,64.2085,63.7291,63.8937,63.6184,64.1753,63.6435,63.9232,63.8481,63.6798,63.7156,63.2353,62.863,64.4691,64.2791,63.7234,63.6113,63.4268,63.9864,63.2864,63.9345,64.1145,63.7342,63.6388,63.2215,63.1402,64.1448,63.9827,63.8597,63.7422,64.0549,63.3657,64.0182,63.5962,63.6937,64.4348,64.3385,63.9762,63.9321,63.3404,63.4155,62.8987,64.3552,63.8714,63.3137,63.012,63.0343,62.9527,66.178,64.838,64.5651,65.0453,64.6879,64.3535,63.495,64.2274,63.8728,63.8384,63.8323,65.2651,64.8717,64.2876
3275.0,65.1926,64.5568,65.4447,64.6198,64.5603,63.7422,64.1854,63.762,65.2716,65.0097,64.39,64.586,64.4106,64.2247,64.2225,64.3786,64.0223,63.8494,63.5855,65.1945,64.7963,63.9181,64.2645,63.8669,64.2927,63.7392,64.9821,64.5651,64.0868,64.2523,63.9774,64.5306,64.001,64.2786,64.2006,64.0327,64.0712,63.5851,63.2167,64.8246,64.6403,64.0817,63.9662,63.783,64.3375,63.6433,64.2987,64.4715,64.0924,63.9993,63.5799,63.4938,64.5093,64.3343,64.2163,64.0974,64.4104,63.7211,64.3736,63.9494,64.0537,64.7915,64.6936,64.3335,64.2854,63.6958,63.7717,63.2551,64.7091,64.2274,63.6712,63.364,63.3879,63.3066,66.5358,65.1839,64.9181,65.4055,65.0397,64.7074,63.858,64.5902,64.2325,64.2005,64.1902,65.6222,65.2299,64.6425
3290.5,65.4084,64.7704,65.6575,64.8312,64.7757,63.9568,64.4007,63.9767,65.4894,65.2287,64.6065,64.8031,64.6283,64.4421,64.4413,64.5953,64.2388,64.0653,63.8006,65.4096,65.0132,64.134,64.4758,64.0829,64.507,63.9535,65.1992,64.78,64.302,64.4707,64.1953,64.7472,64.2189,64.496,64.4133,64.2458,64.2861,63.7971,63.4296,65.0403,64.8624,64.298,64.1821,63.9991,64.5509,63.8579,64.5148,64.6884,64.3076,64.2158,63.797,63.7081,64.7282,64.5506,64.4321,64.3128,64.6258,63.9382,64.5884,64.165,64.2691,65.006,64.9079,64.5513,64.4987,63.9117,63.9887,63.4685,64.9245,64.4428,63.8879,63.5786,63.6039,63.5192,66.7542,65.394,65.1319,65.6223,65.2534,64.9237,64.0784,64.8096,64.4493,64.4181,64.4065,65.8382,65.4474,64.8602
3300.0,65.5389,64.899,65.7869,64.9604,64.9048,64.0879,64.531,64.1066,65.6214,65.3617,64.7375,64.935,64.7599,64.574,64.5739,64.7263,64.3704,64.1966,63.9316,65.5398,65.1435,64.2647,64.604,64.213,64.6377,64.084,65.3303,64.9112,64.4325,64.6025,64.3271,64.878,64.351,64.6256,64.5421,64.3746,64.4171,63.9273,63.5597,65.1723,64.9945,64.4288,64.3128,64.1291,64.6765,63.9884,64.6463,64.8192,64.4381,64.3473,63.9268,63.8367,64.8609,64.6804,64.5639,64.4429,64.7561,64.0693,64.7183,64.2955,64.4007,65.1369,65.0368,64.6832,64.6279,64.0425,64.1186,63.5989,65.0555,64.5733,64.02,63.7094,63.7353,63.6481,66.8846,65.5221,65.2615,65.7536,65.3819,65.0551,64.2121,64.9423,64.5806,64.5499,64.5382,65.9693,65.5788,64.9924
3325.0,65.8785,65.2339,66.12,65.2966,65.2354,64.4285,64.8693,64.4433,65.9636,65.7051,65.0778,65.2762,65.1003,64.9148,64.9156,65.0643,64.7106,64.5355,64.2698,65.8766,65.4814,64.6026,64.9382,64.5503,64.9758,64.4208,65.6707,65.25,64.7722,64.9426,64.6669,65.2194,64.6938,64.961,64.8764,64.7113,64.7535,64.2635,63.8987,65.51,65.3332,64.7691,64.6511,64.468,65.0032,64.3269,64.9859,65.1601,64.7745,64.6856,64.2647,64.1729,65.2037,65.0179,64.9045,64.7807,65.0932,64.4106,65.0556,64.6347,64.7407,65.4742,65.3736,65.0239,64.9627,64.3816,64.4572,63.9354,65.3934,64.9087,64.3589,64.0466,64.0741,63.9845,67.2226,65.8543,65.5972,66.0934,65.7161,65.3976,64.5585,65.2869,64.9214,64.8917,64.8776,66.3083,65.9189,65.3367
3350.0,66.2102,65.566,66.4488,65.6261,65.5596,64.7628,65.2006,64.775,66.298,66.0427,65.4123,65.6115,65.4356,65.2477,65.2508,65.3967,65.0454,64.8644,64.6001,66.2052,65.8125,64.9309,65.2657,64.881,65.3097,64.7499,66.0058,65.5834,65.1054,65.2767,65.0008,65.5533,65.0294,65.2913,65.206,65.0392,65.0825,64.5928,64.2293,65.8398,65.6628,65.1021,64.981,64.7995,65.3282,64.6564,65.318,65.4927,65.1051,65.0182,64.5969,64.5018,65.5412,65.3489,65.2384,65.1115,65.4254,64.7444,65.3871,64.9695,65.0764,65.8054,65.7055,65.3571,65.2931,64.7139,64.7897,64.2705,65.7251,65.229,64.6895,64.3788,64.4025,64.3151,67.5558,66.1798,65.9247,66.4258,66.0466,65.7321,64.8965,65.6254,65.2569,65.2257,65.2149,66.6395,66.2518,65.6703
3375.0,66.5356,65.8918,66.7717,65.9489,65.8824,65.0909,65.5269,65.1018,66.6268,66.3725,65.7382,65.94,65.7648,65.5746,65.5806,65.721,65.3733,65.1895,64.9255,66.5278,66.1378,65.256,65.5851,65.2046,65.6359,65.0722,66.3347,65.9085,65.4337,65.6074,65.3294,65.8809,65.3578,65.6069,65.5297,65.3633,65.4106,64.915,64.5519,66.1647,65.9897,65.4285,65.3074,65.1246,65.6533,64.9836,65.6435,65.8188,65.4293,65.3436,64.9238,64.8235,65.8729,65.6762,65.5657,65.4362,65.7506,65.0716,65.7124,65.2983,65.4063,66.1316,66.0305,65.6839,65.6185,65.0419,65.1141,64.5949,66.0513,65.5403,65.017,64.6989,64.7268,64.6372,67.8815,66.4978,66.2476,66.7511,66.3709,66.0621,65.2275,65.9559,65.5812,65.5517,65.5429,66.9665,66.5802,65.9999
3400.0,66.8557,66.2118,67.0905,66.2691,66.2021,65.4212,65.8488,65.4219,66.9494,66.6971,66.0597,66.262,66.0877,65.8977,65.9053,66.0393,65.6952,65.5079,65.2474,66.8476,66.4568,65.5732,65.9002,65.5225,65.9551,65.3904,66.6576,66.2289,65.7572,65.9322,65.6523,66.2049,65.6821,65.9196,65.8456,65.6808,65.7289,65.2331,64.8686,66.4846,66.3119,65.7496,65.6263,65.4464,65.9724,65.3058,65.963,66.139,65.7498,65.6629,65.2447,65.1427,66.1963,65.9962,65.8859,65.7557,66.0725,65.3953,66.0313,65.6193,65.7282,66.4529,66.3517,66.006,65.94,65.3646,65.4343,64.9172,66.3707,65.8535,65.3361,65.0101,65.0436,64.9534,68.2035,66.813,66.568,67.0731,66.689,66.3842,65.5534,66.28,65.9023,65.8698,65.8652,67.2889,66.9024,66.3226
3425.0,67.1722,66.5233,67.405,66.5804,66.5161,65.7681,66.1668,65.7362,67.2685,67.0156,66.3756,66.5797,66.4056,66.2167,66.2254,66.3542,66.0115,65.825,65.5641,67.1612,66.7717,65.8874,66.213,65.8359,66.2718,65.7034,66.9729,66.5464,66.0753,66.2518,65.9719,66.5239,66.0022,66.2334,66.1582,65.9964,66.041,65.5493,65.1816,66.8012,66.6279,66.0656,65.9424,65.7632,66.2867,65.6212,66.2789,66.4542,66.0645,65.979,65.5613,65.4571,66.5123,66.3134,66.2037,66.0721,66.3898,65.7136,66.3459,65.9352,66.046,66.7696,66.6638,66.3235,66.2585,65.6813,65.7514,65.2334,66.6857,66.1678,65.6525,65.3207,65.3553,65.2661,68.5204,67.1269,66.8829,67.3916,67.0042,66.7033,65.8758,66.6007,66.2219,66.1876,66.1829,67.604,67.2179,66.6409
3450.0,67.4887,66.8398,67.7397,66.9181,66.8422,66.1313,66.4803,66.0548,67.5816,67.3313,66.7042,66.899,66.7359,66.5613,66.5422,66.6714,66.3376,66.1345,65.887,67.474,67.0833,66.2057,66.535,66.1509,66.5861,66.0167,67.2956,66.8648,66.3916,66.569,66.2866,66.8408,66.3177,66.5455,66.4783,66.318,66.3945,65.8666,65.4929,67.1162,66.9429,66.3844,66.2582,66.0752,66.6016,65.9321,66.5909,66.7677,66.3753,66.2913,65.8756,65.7687,66.8398,66.6354,66.5222,66.3902,66.7152,66.0323,66.6651,66.2479,66.3601,67.096,66.9816,66.6437,66.5756,65.995,66.0667,65.5472,66.999,66.4831,65.9695,65.6337,65.6651,65.5837,68.8333,67.4756,67.195,67.7068,67.325,67.0187,66.1951,66.9205,66.5398,66.5052,66.5022,67.9319,67.5384,66.9612
3475.0,67.876,67.2137,68.1523,67.3086,67.2007,66.508,66.8239,66.441,67.9374,67.6881,67.0777,67.271,67.1012,66.9439,66.8895,67.0508,66.699,66.5072,66.2571,67.8397,67.4481,66.5633,66.9199,66.4849,66.9402,66.3964,67.6687,67.2382,66.7571,66.9193,66.6391,67.1934,66.6592,66.9253,66.8533,66.6953,66.9467,66.2333,65.8796,67.4524,67.288,66.7449,66.5896,66.4182,66.9547,66.2867,66.9502,67.1304,66.7207,66.6712,66.2141,66.1,67.2245,67.0202,66.8947,66.7793,67.0937,66.4001,67.0595,66.5952,66.707,67.4797,67.3636,66.9917,66.9326,66.3297,66.4171,65.8794,67.3404,66.8427,66.3264,65.983,65.9953,65.9528,69.1948,67.9287,67.5607,68.0632,67.7077,67.3681,66.55,67.2807,66.8881,66.8718,66.864,68.3253,67.9105,67.3273
3500.0,68.3793,67.7137,68.6837,67.8503,67.639,66.9743,67.2669,66.9523,68.399,68.157,67.588,67.7466,67.5623,67.4116,67.3343,67.55,67.1355,66.9542,66.7141,68.3405,67.9178,67.0452,67.417,66.9964,67.4311,66.899,68.1641,67.7099,67.203,67.359,67.0785,67.6428,67.0796,67.3791,67.3408,67.1898,67.5505,66.7589,66.3494,67.8829,67.6815,67.2116,67.0499,66.8519,67.4701,66.7308,67.6441,67.5851,67.1748,67.1387,66.6156,66.5491,67.7036,67.5491,67.3839,67.3114,67.6031,66.8981,67.5807,67.0587,67.168,67.9582,67.817,67.4284,67.3919,66.7636,66.8792,66.3115,67.791,67.2987,66.7999,66.4493,66.4086,66.4218,69.6951,68.5589,68.0793,68.5634,68.2327,67.8255,66.9328,67.7626,67.3234,67.3207,67.339,68.8256,68.4066,67.8373
